.species.name,tax.id,phage.nonphage,source,source.version,acc,n_clstr,nt,perc_id_to_rep,is_rep
Streptomyces phage JXY1,2708562,phage,NCBI Refseq,209,NC_048854,930,45385,100,TRUE
Gordonia phage John316,2708629,phage,NCBI Refseq,209,NC_048851,2563,77221,100,TRUE
Mycobacterium phage BodEinwohner17,2708630,phage,NCBI Refseq,209,NC_051637,4406,60222,100,TRUE
Mycobacterium phage Eponine,2708631,phage,NCBI Refseq,209,NC_051590,4244,58678,100,TRUE
Mycobacterium phage Ximenita,2708633,phage,NCBI Refseq,209,NC_051603,4286,61027,100,TRUE
Bacteroides phage crAss002,2709317,phage,NCBI Refseq,209,NC_055828,2690,93030,100,TRUE
Bacteroides phage DAC15,2710495,phage,NCBI Refseq,209,NC_055832,2374,99494,100,TRUE
Salmonella phage P46FS4,2712940,phage,NCBI Refseq,209,NC_049509,3211,158706,100,TRUE
Proteus phage Privateer,2712958,phage,NCBI Refseq,209,NC_048861,2710,90710,100,TRUE
Vibrio phage Chester,2712961,phage,NCBI Refseq,209,NC_055830,2489,126550,100,TRUE
Phage NBEco001,2712970,phage,NCBI Refseq,209,NC_048853,2455,116606,100,TRUE
Phage NBEco002,2712971,phage,NCBI Refseq,209,NC_048855,2452,118118,100,TRUE
Phage NBEco003,2712972,phage,NCBI Refseq,209,NC_055831,2891,166579,100,TRUE
Phage NBSal003,2712977,phage,NCBI Refseq,209,NC_048856,2464,119416,100,TRUE
Phage NBSal005,2712979,phage,NCBI Refseq,209,NC_048857,2461,121040,100,TRUE
Salmonella phage L6jm,2713222,phage,NCBI Refseq,209,NC_048852,2454,118452,100,TRUE
Bifidobacterium phage BadAargau2,2713242,phage,NCBI Refseq,209,NC_048859,1593,18899,100,TRUE
Bifidobacterium phage BadAztec1,2713243,phage,NCBI Refseq,209,NC_048858,1686,18635,100,TRUE
Arthrobacter phage Abba,2713256,phage,NCBI Refseq,209,NC_049498,1052,46623,100,TRUE
Microbacterium phage Arete,2713257,phage,NCBI Refseq,209,NC_048860,3399,53692,100,TRUE
Gordonia phage DumpsterDude,2713262,phage,NCBI Refseq,209,NC_053172,3633,52018,100,TRUE
Mycobacterium phage Willsammy,2713268,phage,NCBI Refseq,209,NC_051727,755,48399,100,TRUE
Salmonella phage aagejoakim,2713273,phage,NCBI Refseq,209,NC_049503,3294,156801,100,TRUE
Salmonella phage allotria,2713274,phage,NCBI Refseq,209,NC_049501,3110,151015,100,TRUE
Salmonella phage astrithr,2713276,phage,NCBI Refseq,209,NC_048862,1491,11569,100,TRUE
Salmonella phage atrejo,2713277,phage,NCBI Refseq,209,NC_048872,2468,114059,100,TRUE
Salmonella phage barely,2713278,phage,NCBI Refseq,209,NC_049505,3298,157920,100,TRUE
Salmonella phage bastian,2713279,phage,NCBI Refseq,209,NC_048870,2296,112477,100,TRUE
Salmonella phage bering,2713281,phage,NCBI Refseq,209,NC_049502,3266,156130,100,TRUE
Salmonella phage birk,2713282,phage,NCBI Refseq,209,NC_048864,3844,52767,100,TRUE
Salmonella phage bombadil,2713285,phage,NCBI Refseq,209,NC_048866,2261,109539,100,TRUE
Salmonella phage dinky,2713292,phage,NCBI Refseq,209,NC_049504,3314,157254,100,TRUE
Salmonella phage faergetype,2713297,phage,NCBI Refseq,209,NC_048867,2258,110183,100,TRUE
Salmonella phage fuchur,2713299,phage,NCBI Refseq,209,NC_048869,2294,112117,100,TRUE
Salmonella phage heyday,2713301,phage,NCBI Refseq,209,NC_049500,3164,144232,100,TRUE
Salmonella phage maane,2713304,phage,NCBI Refseq,209,NC_049508,3225,159128,100,TRUE
Salmonella phage moki,2713306,phage,NCBI Refseq,209,NC_049506,3305,158230,100,TRUE
Salmonella phage oldekolle,2713308,phage,NCBI Refseq,209,NC_048865,2248,109372,100,TRUE
Salmonella phage oselot,2713309,phage,NCBI Refseq,209,NC_048871,2474,113503,100,TRUE
Salmonella phage pertopsoe,2713310,phage,NCBI Refseq,209,NC_049507,3223,158905,100,TRUE
Salmonella phage rabagast,2713314,phage,NCBI Refseq,209,NC_049499,3187,143249,100,TRUE
Salmonella phage rokbiter,2713317,phage,NCBI Refseq,209,NC_048868,2284,112006,100,TRUE
Salmonella phage slyngel,2713321,phage,NCBI Refseq,209,NC_049821,3667,51048,100,TRUE
Salmonella phage yarpen,2713327,phage,NCBI Refseq,209,NC_048863,3856,52464,100,TRUE
Escherichia phage PGN590,2714735,phage,NCBI Refseq,209,NC_049830,652,49043,100,TRUE
Burkholderia phage FLC5,2716322,phage,NCBI Refseq,209,NC_055722,1315,32090,100,TRUE
Escherichia phage 503458,2716350,phage,NCBI Refseq,209,NC_049341,1415,31194,100,TRUE
Escherichia phage 500465-1,2716351,phage,NCBI Refseq,209,NC_049342,1814,39179,100,TRUE
Escherichia phage 500465-2,2716352,phage,NCBI Refseq,209,NC_049343,2065,33041,100,TRUE
Escherichia phage 520873,2716354,phage,NCBI Refseq,209,NC_049344,2231,37583,100,TRUE
Citrobacter phage PhiZZ23,2716727,phage,NCBI Refseq,209,NC_054901,2815,167516,100,TRUE
Citrobacter phage PhiZZ6,2716728,phage,NCBI Refseq,209,NC_054900,2866,165795,100,TRUE
Serratia phage PhiZZ30,2716729,phage,NCBI Refseq,209,NC_054938,2816,167484,100,TRUE
Pseudomonas phage Epa13,2719185,phage,NCBI Refseq,209,NC_050147,3897,65680,100,TRUE
Pseudomonas phage Epa14,2719186,phage,NCBI Refseq,209,NC_050144,3896,65797,100,TRUE
Pseudomonas phage Epa7,2719200,phage,NCBI Refseq,209,NC_050146,3898,65629,100,TRUE
Mycobacterium phage Veteran,2719209,phage,NCBI Refseq,209,NC_051716,3377,56147,100,TRUE
Pseudomonas phage Epa5,2719575,phage,NCBI Refseq,209,NC_052964,3974,64096,100,TRUE
Enterococcus phage nattely,2719593,phage,NCBI Refseq,209,NC_055833,2765,85669,100,TRUE
Enterococus phage vipetofem,2719594,phage,NCBI Refseq,209,NC_055834,2766,85371,100,TRUE
Pseudomonas phage antinowhere,2719595,phage,NCBI Refseq,209,NC_050150,3873,65852,100,TRUE
Pseudomonas phage crassa,2719600,phage,NCBI Refseq,209,NC_050151,3920,66295,100,TRUE
Pseudomonas phage datas,2719601,phage,NCBI Refseq,209,NC_050143,4303,60746,100,TRUE
Escherichia phage EC6098,2720215,phage,NCBI Refseq,209,NC_048874,1521,4526,100,TRUE
Pantoea phage vB_PagM_SSEM1,2721760,phage,NCBI Refseq,209,NC_048875,3332,54982,100,TRUE
Klebsiella phage LASTA,2723758,phage,NCBI Refseq,209,NC_054965,3949,62420,100,TRUE
Agrobacterium phage OLIVR1,2723769,phage,NCBI Refseq,209,NC_055840,2542,75576,100,TRUE
Agrobacterium phage OLIVR5,2723773,phage,NCBI Refseq,209,NC_055841,3109,151073,100,TRUE
Klebsiella virus KpS8,2723896,phage,NCBI Refseq,209,NC_048873,3176,143800,100,TRUE
Xanthomonas phage FoX1,2723897,phage,NCBI Refseq,209,NC_055835,1021,44763,100,TRUE
Xanthomonas phage FoX2,2723898,phage,NCBI Refseq,209,NC_055836,228,44086,100,TRUE
Xanthomonas phage FoX3,2723899,phage,NCBI Refseq,209,NC_055837,235,44153,100,TRUE
Xanthomonas phage FoX4,2723900,phage,NCBI Refseq,209,NC_055839,4378,60418,100,TRUE
Xanthomonas phage FoX5,2723901,phage,NCBI Refseq,209,NC_055838,324,43872,100,TRUE
Escherichia phage vB_EcoM_IME537,2724310,phage,NCBI Refseq,209,NC_054921,2849,168642,100,TRUE
Microbacterium phage Phedro,2725606,phage,NCBI Refseq,209,NC_048877,3439,54442,100,TRUE
Mycobacterium phage DRBy19,2725612,phage,NCBI Refseq,209,NC_051650,4233,58368,100,TRUE
Microbacterium phage Nobel,2725614,phage,NCBI Refseq,209,NC_052936,1657,17049,100,TRUE
Gordonia phage Secretariat,2725616,phage,NCBI Refseq,209,NC_048876,3467,57731,100,TRUE
Mycobacterium phage MarkPhew,2725625,phage,NCBI Refseq,209,NC_051622,3941,62153,100,TRUE
Mycobacterium phage Chris,2725626,phage,NCBI Refseq,209,NC_051617,3963,62067,100,TRUE
Streptomyces phage Issmi,2725628,phage,NCBI Refseq,209,NC_054667,826,50643,100,TRUE
Streptomyces phage Bmoc,2725629,phage,NCBI Refseq,209,NC_055842,2398,132885,100,TRUE
Gordonia phage Evamon,2725634,phage,NCBI Refseq,209,NC_055843,4209,58460,100,TRUE
Mycobacterium phage MA5,2725640,phage,NCBI Refseq,209,NC_054771,710,47895,100,TRUE
Mycobacterium phage Manatee,2725652,phage,NCBI Refseq,209,NC_052442,3672,51040,100,TRUE
Staphylococcus phage vB_SauS_JS02,2726708,phage,NCBI Refseq,209,NC_055040,1136,46435,100,TRUE
Alteromonas phage vB_AcoS-R7M,2729541,phage,NCBI Refseq,209,NC_048878,3371,56163,100,TRUE
Cronobacter phage JC01,2729575,phage,NCBI Refseq,209,NC_052989,3957,61736,100,TRUE
Pseudomonas phage EL,273133,phage,NCBI Refseq,209,NC_007623,2957,211215,100,TRUE
Edwardsiella virus pEtSU,2734128,phage,NCBI Refseq,209,NC_048182,2222,276734,100,TRUE
Vibrio phage Bennett,2735171,phage,NCBI Refseq,209,NC_055829,2492,126552,100,TRUE
Shigella virus 2019SD1,2736192,phage,NCBI Refseq,209,NC_049820,3788,53145,100,TRUE
Yersinia phage vB_YpM_22,2736197,phage,NCBI Refseq,209,NC_055844,1330,31809,100,TRUE
Yersinia phage vB_YpM_46,2736200,phage,NCBI Refseq,209,NC_055845,1360,32336,100,TRUE
Yersinia phage vB_YpM_50,2736202,phage,NCBI Refseq,209,NC_055846,1404,31096,100,TRUE
Vibrio phage AG74,2736261,phage,NCBI Refseq,209,NC_055848,2490,126504,100,TRUE
Vibrio phage Athena,2736262,phage,NCBI Refseq,209,NC_055851,2486,127019,100,TRUE
Vibrio phage Cody,2736263,phage,NCBI Refseq,209,NC_055849,2491,126683,100,TRUE
Vibrio phage Quinn,2736265,phage,NCBI Refseq,209,NC_055850,2498,127684,100,TRUE
Bacillus phage Gxv1,2736266,phage,NCBI Refseq,209,NC_049974,1623,21781,100,TRUE
Vibrio phage River4,2736288,phage,NCBI Refseq,209,NC_055847,2496,128425,100,TRUE
Streptomyces phage Endor1,2740181,phage,NCBI Refseq,209,NC_054672,687,49395,100,TRUE
Streptomyces phage Endor2,2740182,phage,NCBI Refseq,209,NC_054673,650,48829,100,TRUE
uncultured phage_MedDCM-OCT-S31-C1,2740800,phage,NCBI Refseq,209,NC_047706,311,43552,100,TRUE
uncultured phage_MedDCM-OCT-S45-C4,2740801,phage,NCBI Refseq,209,NC_047709,974,44705,100,TRUE
uncultured phage_MedDCM-OCT-S28-C3,2740802,phage,NCBI Refseq,209,NC_047710,125,43444,100,TRUE
uncultured phage_MedDCM-OCT-S38-C3,2740803,phage,NCBI Refseq,209,NC_047707,295,43698,100,TRUE
uncultured phage_MedDCM-OCT-S37-C6,2740804,phage,NCBI Refseq,209,NC_047700,610,42127,100,TRUE
uncultured phage_MedDCM-OCT-S39-C11,2740805,phage,NCBI Refseq,209,NC_047708,612,41987,100,TRUE
uncultured phage_MedDCM-OCT-S45-C18,2741072,phage,NCBI Refseq,209,NC_047704,1851,40564,100,TRUE
uncultured phage_MedDCM-OCT-S42-C7,2741073,phage,NCBI Refseq,209,NC_047701,519,42399,100,TRUE
uncultured phage_MedDCM-OCT-S46-C10,2741074,phage,NCBI Refseq,209,NC_047705,589,41803,100,TRUE
uncultured phage_MedDCM-OCT-S35-C6,2741075,phage,NCBI Refseq,209,NC_047702,550,42564,100,TRUE
uncultured phage_MedDCM-OCT-S30-C28,2741076,phage,NCBI Refseq,209,NC_047703,2237,37553,100,TRUE
uncultured phage_MedDCM-OCT-S28-C10,2741077,phage,NCBI Refseq,209,NC_047711,445,40866,100,TRUE
Mycobacterium phage Jung,2742107,phage,NCBI Refseq,209,NC_051730,1099,46561,100,TRUE
Salmonella phage SAP012,2742114,phage,NCBI Refseq,209,NC_053008,4183,59618,100,TRUE
Escherichia phage Lambda_ev017,2742949,phage,NCBI Refseq,209,NC_049948,880,50126,100,TRUE
Escherichia phage Lambda_ev099,2742953,phage,NCBI Refseq,209,NC_049953,1094,47224,100,TRUE
Escherichia phage Lambda_ev207,2742956,phage,NCBI Refseq,209,NC_049949,1058,46685,100,TRUE
Escherichia phage Lambda_ev243,2742957,phage,NCBI Refseq,209,NC_049955,931,45560,100,TRUE
Flavobacterium phage vB_FspP_elemoA_7-9A,2743781,phage,NCBI Refseq,209,NC_055852,4318,61691,100,TRUE
Flavobacterium phage vB_FspP_elemoD_13-5B,2743801,phage,NCBI Refseq,209,NC_055855,4375,60393,100,TRUE
Flavobacterium phage vB_FspP_elemoF_6-3D,2743826,phage,NCBI Refseq,209,NC_055853,4348,59846,100,TRUE
Flavobacterium phage vB_FspP_elemoE_6-9C,2743829,phage,NCBI Refseq,209,NC_055854,4355,59979,100,TRUE
Arthrobacter phage Gisselle,2743905,phage,NCBI Refseq,209,NC_054419,215,43089,100,TRUE
Arthrobacter phage MamaPearl,2743906,phage,NCBI Refseq,209,NC_054425,298,43746,100,TRUE
Gordonia Phage Barsten,2743907,phage,NCBI Refseq,209,NC_055856,4185,59501,100,TRUE
Gordonia Phage Zitch,2743909,phage,NCBI Refseq,209,NC_053247,4155,58928,100,TRUE
Microbacterium phage PoRanda,2743924,phage,NCBI Refseq,209,NC_052938,1640,17510,100,TRUE
Mycobacterium phage Georgie2,2743928,phage,NCBI Refseq,209,NC_054810,3778,53399,100,TRUE
Mycobacterium phage Jamie19,2743929,phage,NCBI Refseq,209,NC_054456,378,41278,100,TRUE
Mycobacterium phage Raymond7,2743931,phage,NCBI Refseq,209,NC_054448,524,42382,100,TRUE
Mycobacterium phage Rebel,2743932,phage,NCBI Refseq,209,NC_054454,1852,40580,100,TRUE
Pseudomonas phage vB_PaeM_USP_1,2743936,phage,NCBI Refseq,209,NC_050149,3874,65918,100,TRUE
Escherichia phage Mt1B1_P17,2743961,phage,NCBI Refseq,209,NC_052662,3122,151202,100,TRUE
Gordonia phage Jambalaya,2743985,phage,NCBI Refseq,209,NC_055857,3466,57764,100,TRUE
Microbacterium phage Bri160,2743990,phage,NCBI Refseq,209,NC_052934,1667,17442,100,TRUE
Mycobacterium phage Gail,2743994,phage,NCBI Refseq,209,NC_055858,3409,53702,100,TRUE
Mycobacterium phage Soul22,2743996,phage,NCBI Refseq,209,NC_051723,3360,54814,100,TRUE
Gordonia phage TZGordon,2744004,phage,NCBI Refseq,209,NC_054438,1000,44904,100,TRUE
Mycobacterium phage DroogsArmy,2744011,phage,NCBI Refseq,209,NC_054789,3798,53254,100,TRUE
Listeria phage LP-HM00113468,2744802,phage,NCBI Refseq,209,NC_049900,1959,40298,100,TRUE
Salmonella phage YSD1,2749261,phage,NCBI Refseq,209,NC_048666,4161,58916,100,TRUE
Salmonella phage vB_Se_STGO-35-1,2749381,phage,NCBI Refseq,209,NC_054648,1077,47483,100,TRUE
Pseudomonas phage vB_PsyP_3MF5,2749426,phage,NCBI Refseq,209,NC_054890,407,41608,100,TRUE
Pseudomonas phage Persinger,2749430,phage,NCBI Refseq,209,NC_054149,247,44033,100,TRUE
Escherichia phage vB_EcoM_F1,2750846,phage,NCBI Refseq,209,NC_054912,2854,168410,100,TRUE
Escherichia phage vB_EcoM_Lutter,2750850,phage,NCBI Refseq,209,NC_054924,3022,170054,100,TRUE
Escherichia phage vB_EcoM_Ozark,2750851,phage,NCBI Refseq,209,NC_054927,2795,167600,100,TRUE
Bacillus phage Baseball_field,2756144,phage,NCBI Refseq,209,NC_055905,1236,26863,100,TRUE
Vibrio phage ValB1MD-2,2759177,phage,NCBI Refseq,209,NC_055862,2043,36616,100,TRUE
Enterococcus phage AE4_17,2759198,phage,NCBI Refseq,209,NC_055866,1674,18477,100,TRUE
Gordonia phage Archimedes,2759389,phage,NCBI Refseq,209,NC_054392,1012,44938,100,TRUE
Mycobacterium phage Jorgensen,2759390,phage,NCBI Refseq,209,NC_052436,3404,53771,100,TRUE
Gordonia phage Clown,2759393,phage,NCBI Refseq,209,NC_055867,3505,58203,100,TRUE
Mycobacterium phage Estes,2759459,phage,NCBI Refseq,209,NC_053514,2761,83601,100,TRUE
Mycobacterium phage Mule,2759460,phage,NCBI Refseq,209,NC_052448,3665,51468,100,TRUE
Klebsiella virus KpV2811,2759464,phage,NCBI Refseq,209,NC_054653,1137,46391,100,TRUE
Ralstonia phage Bakoly,2759709,phage,NCBI Refseq,209,NC_054463,278,44222,100,TRUE
Ralstonia phage Simangalove,2759710,phage,NCBI Refseq,209,NC_054946,70,44834,100,TRUE
Ralstonia phage Adzire,2759711,phage,NCBI Refseq,209,NC_054462,70,44732,99.89,FALSE
Ralstonia phage Raharianne,2759715,phage,NCBI Refseq,209,NC_054955,1138,46321,100,TRUE
Ralstonia phage Anchaing,2759719,phage,NCBI Refseq,209,NC_054891,319,43597,100,TRUE
Ralstonia phage Cimandef,2759720,phage,NCBI Refseq,209,NC_054956,3337,55171,100,TRUE
Ralstonia phage Claudette,2759721,phage,NCBI Refseq,209,NC_054962,3591,57085,100,TRUE
Ralstonia phage Eline,2759724,phage,NCBI Refseq,209,NC_054957,3579,57352,100,TRUE
Ralstonia phage Firinga,2759725,phage,NCBI Refseq,209,NC_054961,1745,39744,100,TRUE
Ralstonia phage Gamede,2759726,phage,NCBI Refseq,209,NC_054958,4257,58603,100,TRUE
Ralstonia phage Gerry,2759727,phage,NCBI Refseq,209,NC_054959,4300,60898,100,TRUE
Ralstonia phage Gervaise,2759728,phage,NCBI Refseq,209,NC_054963,4284,61164,100,TRUE
Ralstonia phage Heva,2759730,phage,NCBI Refseq,209,NC_054960,4237,58352,100,TRUE
Ralstonia phage Dina,2759732,phage,NCBI Refseq,209,NC_055026,1834,39161,100,TRUE
Providencia phage vB_PreS-PibeRecoleta,2761109,phage,NCBI Refseq,209,NC_053009,4290,60727,100,TRUE
Providencia phage vB_PreS-Stilesk,2761110,phage,NCBI Refseq,209,NC_053010,4277,60924,100,TRUE
Vibrio virus 2019VC1,2761539,phage,NCBI Refseq,209,NC_054898,699,47778,100,TRUE
Mycobacterium phage Aziz,2762281,phage,NCBI Refseq,209,NC_053513,2762,83412,100,TRUE
Mycobacterium phage Reindeer,2762283,phage,NCBI Refseq,209,NC_053516,2781,82356,100,TRUE
Mycobacterium phage HarryOW,2762393,phage,NCBI Refseq,209,NC_052432,3763,52935,100,TRUE
Gordonia phage Azula,2762397,phage,NCBI Refseq,209,NC_055865,24,53622,99.21000000000001,FALSE
Gordonia phage JKSyngboy,2762400,phage,NCBI Refseq,209,NC_053235,3511,58176,100,TRUE
Gordonia phage Love,2762401,phage,NCBI Refseq,209,NC_055864,4351,60042,100,TRUE
Gordonia phage YorkOnyx,2762402,phage,NCBI Refseq,209,NC_053236,3575,57430,100,TRUE
Mycobacterium phage Ellie,2762405,phage,NCBI Refseq,209,NC_051609,3967,61945,100,TRUE
Mycobacterium phage Quasimodo,2762409,phage,NCBI Refseq,209,NC_054721,3264,156354,100,TRUE
Gordonia phage Paries,2762413,phage,NCBI Refseq,209,NC_055859,4396,60127,100,TRUE
Gordonia phage Portcullis,2762414,phage,NCBI Refseq,209,NC_055861,4234,58364,100,TRUE
Mycobacterium phage Heath,2762421,phage,NCBI Refseq,209,NC_055860,4108,69258,100,TRUE
Mycobacterium phage MaryBeth,2762423,phage,NCBI Refseq,209,NC_052444,3657,51854,100,TRUE
Enterococcus phage 9183,2763102,phage,NCBI Refseq,209,NC_055907,2676,86301,100,TRUE
Mycobacterium phage Gandalph,2767557,phage,NCBI Refseq,209,NC_051662,3333,54974,100,TRUE
Mycobacterium phage Hlubikazi,2767559,phage,NCBI Refseq,209,NC_051668,3380,55471,100,TRUE
Mycobacterium phage Moonbeam,2767561,phage,NCBI Refseq,209,NC_051687,3514,57984,100,TRUE
Mycobacterium phage Mova,2767562,phage,NCBI Refseq,209,NC_051688,3492,57599,100,TRUE
Achromobacter phage Mano,2767570,phage,NCBI Refseq,209,NC_054147,494,42452,100,TRUE
Streptomyces phage Salutena,2767576,phage,NCBI Refseq,209,NC_054657,3638,51956,100,TRUE
Burkholderia phage Mana,2767578,phage,NCBI Refseq,209,NC_055863,2134,38038,100,TRUE
Burkholderia phage Mica,2767579,phage,NCBI Refseq,209,NC_054148,289,43707,100,TRUE
Streptomyces phage Sentinel,2767584,phage,NCBI Refseq,209,NC_054658,872,50272,100,TRUE
Streptomyces phage Sitrop,2767587,phage,NCBI Refseq,209,NC_054676,734,48481,100,TRUE
Streptomyces phage Spernnie,2767588,phage,NCBI Refseq,209,NC_054659,807,50834,100,TRUE
Mycobacterium phage Royals2015,2768139,phage,NCBI Refseq,209,NC_051705,3574,57356,100,TRUE
Mycobacterium phage CELFI,2769359,phage,NCBI Refseq,209,NC_053506,2560,77086,100,TRUE
Escherichia phage vB_EcoS_swi2,2769808,phage,NCBI Refseq,209,NC_054649,712,47611,100,TRUE
crAssphage cr50_1,2772059,phage,NCBI Refseq,209,NC_055868,2349,98826,100,TRUE
crAssphage cr55_1,2772060,phage,NCBI Refseq,209,NC_055869,2325,98340,100,TRUE
crAssphage cr107_1,2772061,phage,NCBI Refseq,209,NC_055870,2338,93787,100,TRUE
crAssphage cr106_1,2772062,phage,NCBI Refseq,209,NC_055871,2355,101662,100,TRUE
crAssphage cr118_1,2772063,phage,NCBI Refseq,209,NC_055872,2714,92600,100,TRUE
crAssphage cr1_1,2772064,phage,NCBI Refseq,209,NC_055873,2370,99882,100,TRUE
crAssphage cr3_1,2772065,phage,NCBI Refseq,209,NC_055874,2704,91101,100,TRUE
crAssphage cr10_1,2772066,phage,NCBI Refseq,209,NC_055875,2380,99985,100,TRUE
crAssphage cr11_1,2772067,phage,NCBI Refseq,209,NC_055876,2695,93559,100,TRUE
crAssphage cr8_1,2772068,phage,NCBI Refseq,209,NC_055877,2692,92668,100,TRUE
crAssphage cr108_1,2772069,phage,NCBI Refseq,209,NC_055878,2378,101437,100,TRUE
crAssphage cr110_1,2772070,phage,NCBI Refseq,209,NC_055879,2667,89781,100,TRUE
crAssphage cr111_1,2772071,phage,NCBI Refseq,209,NC_055880,2356,102434,100,TRUE
crAssphage cr112_1,2772072,phage,NCBI Refseq,209,NC_055881,2357,102301,100,TRUE
crAssphage cr116_1,2772073,phage,NCBI Refseq,209,NC_055882,2381,101082,100,TRUE
crAssphage cr85_1,2772074,phage,NCBI Refseq,209,NC_055883,2329,98164,100,TRUE
crAssphage cr126_1,2772075,phage,NCBI Refseq,209,NC_055884,2371,99212,100,TRUE
crAssphage cr128_1,2772076,phage,NCBI Refseq,209,NC_055885,2347,95150,100,TRUE
crAssphage cr127_1,2772077,phage,NCBI Refseq,209,NC_055886,2759,83412,100,TRUE
crAssphage cr271_1,2772078,phage,NCBI Refseq,209,NC_055887,2693,92815,100,TRUE
crAssphage cr52_1,2772079,phage,NCBI Refseq,209,NC_055888,2364,103665,100,TRUE
crAssphage cr53_1,2772080,phage,NCBI Refseq,209,NC_055889,2376,101153,100,TRUE
crAssphage cr56_1,2772081,phage,NCBI Refseq,209,NC_055890,2321,97290,100,TRUE
crAssphage cr60_1,2772082,phage,NCBI Refseq,209,NC_055891,2379,100198,100,TRUE
crAssphage cr109_1,2772083,phage,NCBI Refseq,209,NC_055892,2372,99168,100,TRUE
crAssphage cr4_1,2772084,phage,NCBI Refseq,209,NC_055893,2341,96055,100,TRUE
crAssphage cr6_1,2772085,phage,NCBI Refseq,209,NC_055894,2323,97422,100,TRUE
crAssphage cr7_1,2772086,phage,NCBI Refseq,209,NC_055895,2358,103832,100,TRUE
crAssphage cr113_1,2772087,phage,NCBI Refseq,209,NC_055896,2324,98557,100,TRUE
crAssphage cr114_1,2772088,phage,NCBI Refseq,209,NC_055897,2330,98308,100,TRUE
crAssphage cr115_1,2772089,phage,NCBI Refseq,209,NC_055898,2367,99848,100,TRUE
crAssphage cr124_1,2772090,phage,NCBI Refseq,209,NC_055899,2377,101532,100,TRUE
crAssphage cr125_1,2772091,phage,NCBI Refseq,209,NC_055900,2319,98095,100,TRUE
crAssphage cr130_1,2772092,phage,NCBI Refseq,209,NC_055901,2348,94826,100,TRUE
crAssphage cr131_1,2772093,phage,NCBI Refseq,209,NC_055902,2343,96717,100,TRUE
crAssphage cr272_1,2772094,phage,NCBI Refseq,209,NC_055903,2327,98667,100,TRUE
crAssphage cr273_1,2772095,phage,NCBI Refseq,209,NC_055904,2317,97886,100,TRUE
Pectinobacterium phage vB_PcaM_CBB,2772511,phage,NCBI Refseq,209,NC_041878,1460,378379,100,TRUE
Mycobacterium phage phiT46-1,2775045,phage,NCBI Refseq,209,NC_054432,3800,52849,100,TRUE
Aeromonas phage BUCT551,2776735,phage,NCBI Refseq,209,NC_052986,4339,61382,100,TRUE
Escherichia phage VEcB,2776821,phage,NCBI Refseq,209,NC_052663,3084,147702,100,TRUE
Staphylococcus phage vB_SauP_EBHT,2776836,phage,NCBI Refseq,209,NC_055906,1647,17471,100,TRUE
Mycobacterium phage STLscum,2776872,phage,NCBI Refseq,209,NC_052467,3828,52265,100,TRUE
Mycobacterium phage Seabastian,2776873,phage,NCBI Refseq,209,NC_051708,4270,58618,100,TRUE
Mycobacterium phage Coco12,2776876,phage,NCBI Refseq,209,NC_051644,3490,57693,100,TRUE
Mycobacterium phage Firehouse51,2776877,phage,NCBI Refseq,209,NC_051658,3512,58166,100,TRUE
Bacillus phage DLc1,2777318,phage,NCBI Refseq,209,NC_055908,1271,28950,100,TRUE
Burkholderia phage phiE094,2781364,phage,NCBI Refseq,209,NC_055911,2219,37727,100,TRUE
Providencia phage Kokobel1,2783540,phage,NCBI Refseq,209,NC_052979,4345,59837,100,TRUE
Providencia phage PSTCR5,2783547,phage,NCBI Refseq,209,NC_055910,2251,109434,100,TRUE
Ralstonia phage phiAp1,2783867,phage,NCBI Refseq,209,NC_047800,1017,44793,100,TRUE
Vibrio phage CTXphi,2785247,phage,NCBI Refseq,209,NC_015209,1488,10638,100,TRUE
Salmonella phage vB_SalS_ABTNLsp1,2789810,phage,NCBI Refseq,209,NC_053003,8,58922,97.78,FALSE
Acinetobacter virus 133,279006,phage,NCBI Refseq,209,NC_015250,3199,159801,100,TRUE
Mycobacterium phage Plumbus,2790994,phage,NCBI Refseq,209,NC_055909,3441,54468,100,TRUE
Lactobacillus phage phiAT3,279281,phage,NCBI Refseq,209,NC_005893,1836,39166,100,TRUE
Actinoplanes phage phiAsp2,279303,phage,NCBI Refseq,209,NC_005885,4271,58638,100,TRUE
Gordonia phage Blino,2793696,phage,NCBI Refseq,209,NC_055912,16,54168,100,TRUE
Rhodococcus phage PhailMary,2793705,phage,NCBI Refseq,209,NC_054762,946,45614,100,TRUE
Alphaproteobacteria virus phiJl001,279383,phage,NCBI Refseq,209,NC_006938,3995,63649,100,TRUE
Arthrobacter phage Kittykat,2794944,phage,NCBI Refseq,209,NC_054423,321,43603,100,TRUE
Gordonia phage Dexdert,2794946,phage,NCBI Refseq,209,NC_053210,3329,55006,100,TRUE
Gordonia phage Lilbeanie,2794947,phage,NCBI Refseq,209,NC_053246,4149,59210,100,TRUE
Burkholderia phage BcepB1A,279530,phage,NCBI Refseq,209,NC_005886,1078,47399,100,TRUE
Bacillus phage Thornton,2795746,phage,NCBI Refseq,209,NC_055914,1266,26319,100,TRUE
Achromobacter phage vB_AchrS_AchV4,2796514,phage,NCBI Refseq,209,NC_052974,4175,59489,100,TRUE
Gordonia phage TinaLin,2797324,phage,NCBI Refseq,209,NC_054437,137,43366,100,TRUE
Staphylococcus phage LSA2366,2797417,phage,NCBI Refseq,209,NC_055916,1660,17056,100,TRUE
