REGION,REGION_LENGTH,COMPLETENESS(score),SPECIFIC_KEYWORD,REGION_POSITION,TRNA_NUM,TOTAL_PROTEIN_NUM,PHAGE_HIT_PROTEIN_NUM,HYPOTHETICAL_PROTEIN_NUM,PHAGE+HYPO_PROTEIN_PERCENTAGE,BACTERIAL_PROTEIN_NUM,ATT_SITE_SHOWUP,PHAGE_SPECIES_NUM,MOST_COMMON_PHAGE_NAME(hit_genes_count),FIRST_MOST_COMMON_PHAGE_NUM,FIRST_MOST_COMMON_PHAGE_PERCENTAGE,GC_PERCENTAGE,acc,MOST_COMMON_PHAGE_NAME,MOST_COMMON_PHAGE_NUM,MOST_COMMON_PHAGE_PERCENTAGE
3,47.6Kb,intact(140),"lysin,tail,virion,capsid,head,portal,integrase",3716927-3764576,0,69,39,0,56.5%,30,yes,27,"PHAGE_Pseudo_PS_1_NC_029066(10),PHAGE_Pseudo_YMC11/02/R656_NC_028657(7),PHAGE_Cronob_phiES15_NC_018454(6),PHAGE_Burkho_BcepGomr_NC_009447(3),PHAGE_Pseudo_phiPSA1_NC_024365(3),PHAGE_Phage_Gifsy_2_NC_010393(3),PHAGE_Xantho_OP1_NC_007709(3),PHAGE_Achrom_83_24_NC_028834(3),PHAGE_Burkho_phi1026b_NC_005284(3),PHAGE_Escher_HK639_NC_016158(3),PHAGE_Achrom_JWX_NC_028768(3),PHAGE_Achrom_phiAxp_1_NC_029033(3),PHAGE_Xantho_phiL7_NC_012742(2),PHAGE_Salmon_SETP13_NC_022752(2),PHAGE_Escher_Rtp_NC_007603(2),PHAGE_Salmon_f18SE_NC_028698(2),PHAGE_Cyanop_KBS_S_2A_NC_020854(2),PHAGE_Salmon_HK620_NC_002730(2),PHAGE_Pseudo_MP1412_NC_018282(2),PHAGE_Entero_vB_EcoS_ACG_M12_NC_019404(2),PHAGE_Burkho_phiE125_NC_003309(2),PHAGE_Pseudo_PMG1_NC_016765(2),PHAGE_Pseudo_YuA_NC_010116(2),PHAGE_Shewan_3/49_NC_025466(2),PHAGE_Pseudo_PAJU2_NC_011373(2),PHAGE_Salmon_SEN22_NC_028696(2),PHAGE_Bacill_W.Ph._NC_016563(1),PHAGE_Acinet_vB_AbaS_TRS1_NC_031098(1),PHAGE_Escher_K1_dep(4)_NC_027993(1),PHAGE_Burkho_Bcep22_NC_005262(1),PHAGE_Pseudo_H105/1_NC_015293(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Sodali_SO1_NC_013600(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Phage_Gifsy_1_NC_010392(1),PHAGE_Salmon_SE2_NC_016763(1),PHAGE_Stenot_Smp131_NC_023588(1),PHAGE_Rhodob_RcRhea_NC_028954(1),PHAGE_Salmon_L13_NC_021317(1),PHAGE_Lactoc_98201_NC_031064(1),PHAGE_Xantho_Xp15_NC_007024(1),PHAGE_Geobac_E2_NC_009552(1),PHAGE_Pseudo_LPB1_NC_027298(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Pseudo_JBD44_NC_030929(1),PHAGE_Pseudo_PaMx11_NC_028770(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Pseudo_PPpW_3_NC_023006(1),PHAGE_Verruc_P8625_NC_029047(1),PHAGE_Entero_Sf101_NC_027398(1),PHAGE_Erwini_PEp14_NC_016767(1),PHAGE_Burkho_phi6442_NC_009235(1),PHAGE_Clostr_phiCT453A_NC_028991(1),PHAGE_Bacill_BM5_NC_029069(1),PHAGE_Stenot_S1_NC_011589(1),PHAGE_Caulob_Cr30_NC_025422(1),PHAGE_Pseudo_D3_NC_002484(1),PHAGE_Xantho_CP1_NC_019933(1),PHAGE_Pseudo_YH30_NC_029101(1),PHAGE_Cellul_phi14:2_NC_021806(1),PHAGE_Lactoc_28201_NC_031013(1),PHAGE_Escher_K1_dep(1)_NC_027994(1),PHAGE_Salmon_64795_sal3_NC_031918(1),PHAGE_Bordet_BPP_1_NC_005357(1),PHAGE_Bacill_BCP8_2_NC_027355(1),PHAGE_Salmon_SPN1S_NC_016761(1),PHAGE_Edward_eiAU_183_NC_023555(1),PHAGE_Salmon_Jersey_NC_021777(1),PHAGE_Lister_LP_030_3_NC_024384(1),PHAGE_Staphy_phiSa119_NC_025460(1),PHAGE_Entero_ES18_NC_006949(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Salmon_LSPA1_NC_026017(1),PHAGE_Serrat_Eta_NC_021563(1),PHAGE_Aeromo_vB_AsaM_56_NC_019527(1),PHAGE_Rhodob_RcapMu_NC_016165(1),PHAGE_Vibrio_vB_VpaS_MAR10_NC_019713(1),PHAGE_Staphy_phiETA_NC_003288(1),PHAGE_Lister_A500_NC_009810(1),PHAGE_Staphy_JS01_NC_021773(1),PHAGE_Xantho_Xp10_NC_004902(1),PHAGE_Escher_YD_2008.s_NC_027383(1),PHAGE_Escher_HK578_NC_019724(1),PHAGE_Vibrio_VpKK5_NC_026610(1),PHAGE_Pseudo_vB_PaeS_SCH_Ab26_NC_024381(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Pseudo_NP1_NC_031058(1),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Pseudo_phiCTX_NC_003278(1),PHAGE_Entero_phiEap_2_NC_028695(1),PHAGE_Salmon_SEN34_NC_028699(1),PHAGE_Rhodob_RcapNL_NC_020489(1),PHAGE_Pseudo_F116_NC_006552(1),PHAGE_Pseudo_PaMx74_NC_028809(1),PHAGE_Entero_c_1_NC_019706(1),PHAGE_Salmon_g341c_NC_013059(1),PHAGE_Erwini_vB_EamM_Y2_NC_019504(1),PHAGE_Xantho_Xop411_NC_009543(1),PHAGE_Staphy_phiBU01_NC_026016(1),PHAGE_Entero_ST104_NC_005841(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Salmon_epsilon15_NC_004775(1),PHAGE_Staphy_P954_NC_013195(1)",10,14.49%,62.96%,BX470250.1,NA,NA,NA
4,39.4Kb,intact(140),"integrase,tail,plate,portal",3833392-3872800,0,52,44,0,84.6%,8,yes,14,"PHAGE_Burkho_BcepMu_NC_005882(18),PHAGE_Burkho_phiE255_NC_009237(16),PHAGE_Mannhe_vB_MhM_3927AP2_NC_028766(13),PHAGE_Haemop_SuMu_NC_019455(12),PHAGE_Pseudo_JBD25_NC_027992(11),PHAGE_Pseudo_JBD18_NC_027986(10),PHAGE_Pseudo_B3_NC_006548(10),PHAGE_Pseudo_vB_PaeS_PM105_NC_028667(9),PHAGE_Escher_D108_NC_013594(6),PHAGE_Entero_SfMu_NC_027382(6),PHAGE_Entero_Mu_NC_000929(4),PHAGE_Burkho_KS10_NC_011216(4),PHAGE_Entero_phiP27_NC_003356(4),PHAGE_Vibrio_12B12_NC_021070(4),PHAGE_Rhodob_RcapMu_NC_016165(3),PHAGE_Ralsto_RS138_NC_029107(3),PHAGE_Salmon_118970_sal3_NC_031940(3),PHAGE_Pseudo_vB_PaeS_PAO1_Ab30_NC_026601(2),PHAGE_Salmon_ST64B_NC_004313(2),PHAGE_Escher_vB_EcoM_ECO1230_10_NC_027995(2),PHAGE_Rhizob_RR1_B_NC_021557(2),PHAGE_Ralsto_RSA1_NC_009382(1),PHAGE_Acinet_vB_AbaS_TRS1_NC_031098(1),PHAGE_Rhodob_RC1_NC_020839(1),PHAGE_Bacill_vB_BceM_Bc431v3_NC_020873(1),PHAGE_Bacill_TsarBomba_NC_028890(1),PHAGE_Shigel_SfIV_NC_022749(1),PHAGE_Entero_SfV_NC_003444(1),PHAGE_Vibrio_VP882_NC_009016(1),PHAGE_Bacill_Bcp1_NC_024137(1),PHAGE_Burkho_phi52237_NC_007145(1),PHAGE_Mannhe_vB_MhS_535AP2_NC_028853(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Pseudo_vB_PaeP_Tr60_Ab31_NC_023575(1),PHAGE_Burkho_KS9_NC_013055(1),PHAGE_Pseudo_LPB1_NC_027298(1),PHAGE_Pseudo_PhiPA3_NC_028999(1),PHAGE_Burkho_KL3_NC_015266(1),PHAGE_Rhodov_RS1_NC_020866(1),PHAGE_Pseudo_PAJU2_NC_011373(1),PHAGE_Burkho_KS5_NC_015265(1),PHAGE_Pseudo_JBD88a_NC_020200(1),PHAGE_Pseudo_phi3_NC_030940(1),PHAGE_Pseudo_MP38_NC_011611(1),PHAGE_Rhizob_vB_RleM_PPF1_NC_025427(1),PHAGE_Entero_SfI_NC_027339(1),PHAGE_Ralsto_RSL2_NC_028950(1),PHAGE_Pseudo_D3112_NC_005178(1),PHAGE_Ralsto_RSJ2_NC_028988(1),PHAGE_Entero_Arya_NC_031048(1),PHAGE_Cyanop_S_TIM5_NC_019516(1),PHAGE_Burkho_phiE125_NC_003309(1),PHAGE_Rhodov_vB_RhkS_P1_NC_031059(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Pseudo_phiKZ_NC_004629(1),PHAGE_Burkho_phiE202_NC_009234(1),PHAGE_Pseudo_JBD24_NC_020203(1)",18,34.61%,62.80%,BX470250.1,NA,NA,NA
1,24.2Kb,incomplete(30),protease,354641-378903,0,10,6,2,80%,2,yes,6,"PHAGE_Plankt_PaV_LD_NC_016564(1),PHAGE_Cronob_vB_CsaM_GAP32_NC_019401(1),PHAGE_Prochl_P_TIM68_NC_028955(1),PHAGE_Cellul_phi4:1_NC_021788(1),PHAGE_Mycoba_Charlie_NC_023729(1),PHAGE_Synech_S_SM2_NC_015279(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Cellul_phi17:2_NC_021798(1),PHAGE_Rhodoc_E3_NC_021347(1),PHAGE_Brevib_Jenst_NC_028805(1),PHAGE_Mycoba_Xeno_NC_031243(1),PHAGE_Mycoba_Redi_NC_023730(1)",1,10%,39.65%,AE015925.1,NA,NA,NA
1,22.5Kb,incomplete(60),"tail,head,capsid",220168-242714,0,26,16,7,88.4%,3,no,11,"PHAGE_Rhodob_RcapNL_NC_020489(4),PHAGE_Burkho_phiE125_NC_003309(3),PHAGE_Klebsi_phiKO2_NC_005857(2),PHAGE_Pseudo_phiPSA1_NC_024365(2),PHAGE_Pseudo_KPP25_NC_024123(2),PHAGE_Burkho_KS9_NC_013055(2),PHAGE_Liston_phiHSIC_NC_006953(2),PHAGE_Vibrio_pYD38_B_NC_021561(2),PHAGE_Burkho_phi644_2_NC_009235(2),PHAGE_Tetras_SI1_NC_020861(2),PHAGE_Tetras_S20_NC_020840(2),PHAGE_Cronob_vB_CsaM_GAP32_NC_019401(1),PHAGE_Pseudo_vB_PaeS_PMG1_NC_016765(1),PHAGE_Vibrio_12B8_NC_021073(1),PHAGE_Entero_SfV_NC_003444(1),PHAGE_Pseudo_MP42_NC_018274(1),PHAGE_Ralsto_RSB3_NC_022917(1),PHAGE_Entero_mEp237_NC_019704(1),PHAGE_Entero_phiP27_NC_003356(1),PHAGE_Psychr_Psymv2_NC_023734(1),PHAGE_Entero_HK225_NC_019717(1),PHAGE_Strept_phiSASD1_NC_014229(1),PHAGE_Salico_CGphi29_NC_020844(1),PHAGE_Rhizob_RR1_B_NC_021557(1),PHAGE_Entero_N15_NC_001901(1),PHAGE_Salini_CW02_NC_019540(1),PHAGE_Human_herpesvirus_4_type_2_NC_009334(1),PHAGE_Pseudo_F10_NC_007805(1),PHAGE_Ambyst_tigrinum_virus_NC_005832(1),PHAGE_Pseudo_B3_NC_006548(1),PHAGE_Roseob_1_NC_015466(1),PHAGE_Pseudo_D3_NC_002484(1),PHAGE_Xantho_CP1_NC_019933(1),PHAGE_Clostr_phiCD27_NC_011398(1),PHAGE_Yersin_PY54_NC_005069(1),PHAGE_Saimir_1_NC_014567(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Entero_HK630_NC_019723(1)",4,15.38%,69.32%,NC_007493.2,NA,NA,NA
2,42.2Kb,questionable(90),"tail,capsid,head,portal,integrase",636870-679071,1,41,28,10,92.6%,3,yes,18,"PHAGE_Rhodob_RcapNL_NC_020489(6),PHAGE_Burkho_phi1026b_NC_005284(5),PHAGE_Pseudo_vB_PaeS_PMG1_NC_016765(4),PHAGE_Entero_mEp235_NC_019708(3),PHAGE_Azospi_Cd_NC_010355(3),PHAGE_Xantho_phiL7_NC_012742(3),PHAGE_Pseudo_D3_NC_002484(3),PHAGE_Burkho_Bcep176_NC_007497(3),PHAGE_Tetras_SI1_NC_020861(3),PHAGE_Tetras_S20_NC_020840(3),PHAGE_Pseudo_phiPSA1_NC_024365(2),PHAGE_Pseudo_KPP25_NC_024123(2),PHAGE_Liston_phiHSIC_NC_006953(2),PHAGE_Vibrio_pYD38_B_NC_021561(2),PHAGE_Burkho_phiE125_NC_003309(2),PHAGE_Cronob_vB_CsaM_GAP32_NC_019401(1),PHAGE_Sinorh_PBC5_NC_003324(1),PHAGE_Acidia_filamentous_virus_3_NC_010155(1),PHAGE_Vibrio_12B8_NC_021073(1),PHAGE_Xantho_Xp10_NC_004902(1),PHAGE_Entero_BP_4795_NC_004813(1),PHAGE_Pseudo_MP42_NC_018274(1),PHAGE_Pseudo_phi297_NC_016762(1),PHAGE_Agroba_7_7_1_NC_019519(1),PHAGE_Burkho_KS9_NC_013055(1),PHAGE_Salmon_SSU5_NC_018843(1),PHAGE_Salmon_E1_NC_010495(1),PHAGE_Psychr_Psymv2_NC_023734(1),PHAGE_Strept_phiSASD1_NC_014229(1),PHAGE_Salico_CGphi29_NC_020844(1),PHAGE_Rhizob_RR1_B_NC_021557(1),PHAGE_Loktan_pCB2051_A_NC_020853(1),PHAGE_Pseudo_PAJU2_NC_011373(1),PHAGE_Rhizob_RR1_A_NC_021560(1),PHAGE_Parame_bursaria_Chlorella_virus_1_NC_000852(1),PHAGE_Acidia_filamentous_virus_9_NC_010537(1),PHAGE_Xantho_OP1_NC_007709(1),PHAGE_Xantho_Xop411_NC_009543(1),PHAGE_Pseudo_F10_NC_007805(1),PHAGE_Burkho_phi644_2_NC_009235(1),PHAGE_Entero_YYZ_2008_NC_011356(1),PHAGE_Pseudo_B3_NC_006548(1),PHAGE_Roseob_1_NC_015466(1),PHAGE_Xantho_CP1_NC_019933(1),PHAGE_Yersin_PY54_NC_005069(1),PHAGE_Paenib_PG1_NC_021558(1),PHAGE_Synech_S_RIP1_NC_020867(1),PHAGE_Helico_2_NC_004156(1),PHAGE_Acidia_filamentous_virus_7_NC_010153(1),PHAGE_Salmon_SSU5_JQ965645(1)",6,14.63%,66.46%,NC_007493.2,NA,NA,NA
3,21.2Kb,questionable(80),"tail,terminase,head,capsid,portal,integrase",967916-989133,0,18,9,7,88.8%,2,yes,8,"PHAGE_Burkho_phi644_2_NC_009235(2),PHAGE_Rhizob_16_3_NC_011103(2),PHAGE_Burkho_phiE125_NC_003309(2),PHAGE_Burkho_phi1026b_NC_005284(2),PHAGE_Entero_HK446_NC_019714(1),PHAGE_Salmon_ST64B_NC_004313(1),PHAGE_Entero_mEp235_NC_019708(1),PHAGE_Klebsi_phiKO2_NC_005857(1),PHAGE_Azospi_Cd_NC_010355(1),PHAGE_Xantho_phiL7_NC_012742(1),PHAGE_Mycoba_LeBron_NC_014461(1),PHAGE_Mycoba_Breezona_NC_021296(1),PHAGE_Mycoba_Catdawg_NC_022057(1),PHAGE_Lactoc_bIL286_NC_002667(1),PHAGE_Burkho_KS9_NC_013055(1),PHAGE_Entero_phiP27_NC_003356(1),PHAGE_Psychr_Psymv2_NC_023734(1),PHAGE_Mycoba_Crossroads_NC_022071(1),PHAGE_Rhodob_RcapNL_NC_020489(1),PHAGE_Entero_c_1_NC_019706(1),PHAGE_Pseudo_PAJU2_NC_011373(1),PHAGE_Xantho_OP1_NC_007709(1),PHAGE_Xantho_Xop411_NC_009543(1),PHAGE_Entero_mEp213_NC_019720(1),PHAGE_Mycoba_Faith1_NC_015584(1),PHAGE_Bacill_phi105_NC_004167(1),PHAGE_Cronob_ESP2949_1_NC_019509(1),PHAGE_Cronob_ENT39118_NC_019934(1),PHAGE_Yersin_PY54_NC_005069(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Entero_HK630_NC_019723(1)",2,11.11%,65.19%,NC_007493.2,NA,NA,NA
4,17.5Kb,questionable(90),"terminase,portal,head,capsid,tail",1106811-1124357,0,19,13,3,84.2%,3,no,11,"PHAGE_Roseob_1_NC_015466(4),PHAGE_Tetras_SI1_NC_020861(3),PHAGE_Tetras_S20_NC_020840(3),PHAGE_Shigel_SfIV_NC_022749(2),PHAGE_Azospi_Cd_NC_010355(2),PHAGE_Geobac_GBK2_NC_023612(2),PHAGE_Shigel_SfII_NC_021857(2),PHAGE_Caulob_CcrKarma_NC_019410(1),PHAGE_Nitrin_1M3_16_NC_024217(1),PHAGE_Salmon_ST64B_NC_004313(1),PHAGE_Paenib_phiIBB_Pl23_NC_021865(1),PHAGE_Rhodob_RcapMu_NC_016165(1),PHAGE_Vibrio_vB_VpaS_MAR10_NC_019713(1),PHAGE_Strept_mu1_6_NC_007967(1),PHAGE_Xantho_Xp10_NC_004902(1),PHAGE_Marino_P12026_NC_018269(1),PHAGE_Lister_LP_026_NC_024375(1),PHAGE_Caulob_CcrMagneto_NC_019407(1),PHAGE_Entero_SSL_2009a_NC_012223(1),PHAGE_Colwel_9A_NC_018088(1),PHAGE_phiJL001_NC_006938(1),PHAGE_Synech_S_SM2_NC_015279(1),PHAGE_Entero_phiP27_NC_003356(1),PHAGE_Rhodob_RcapNL_NC_020489(1),PHAGE_Entero_JL1_NC_019419(1),PHAGE_Xantho_OP1_NC_007709(1),PHAGE_Xantho_Xop411_NC_009543(1),PHAGE_Vibrio_pYD38_B_NC_021561(1),PHAGE_Rhizob_16_3_NC_011103(1),PHAGE_Lister_LP_114_NC_024392(1),PHAGE_Equid_herpesvirus_4_NC_001844(1),PHAGE_Rhizob_vB_RglS_P106B_NC_023566(1),PHAGE_Caulob_CcrSwift_NC_019411(1),PHAGE_Edward_eiAU_183_NC_023555(1),PHAGE_Caulob_phiCbK_NC_019405(1)",3,21.05%,69.45%,NC_007493.2,NA,NA,NA
5,38.4Kb,intact(110),"tail,head,capsid,portal,terminase,recombinase",1667836-1706259,0,29,16,8,82.7%,5,yes,11,"PHAGE_Azospi_Cd_NC_010355(3),PHAGE_Salmon_ST64B_NC_004313(2),PHAGE_Shigel_SfIV_NC_022749(2),PHAGE_Vibrio_12B8_NC_021073(2),PHAGE_Xantho_Xp10_NC_004902(2),PHAGE_Escher_phiEB49_NC_023743(2),PHAGE_Entero_9g_NC_024146(2),PHAGE_Escher_vB_EcoM_FFH2_NC_024134(2),PHAGE_Psychr_Psymv2_NC_023734(2),PHAGE_Pseudo_PAJU2_NC_011373(2),PHAGE_Geobac_GBK2_NC_023612(2),PHAGE_Tetras_SI1_NC_020861(2),PHAGE_Tetras_S20_NC_020840(2),PHAGE_Burkho_phi1026b_NC_005284(2),PHAGE_Bacill_WBeta_NC_007734(1),PHAGE_Entero_T1_NC_005833(1),PHAGE_Burkho_Bcep22_NC_005262(1),PHAGE_Entero_HK446_NC_019714(1),PHAGE_Entero_IME_EF3_NC_023595(1),PHAGE_Pseudo_vB_PaeS_PMG1_NC_016765(1),PHAGE_Vibrio_SHOU24_NC_023569(1),PHAGE_Roseop_EE36P1_NC_012696(1),PHAGE_Pectob_phiTE_NC_020201(1),PHAGE_Entero_mEp390_NC_019721(1),PHAGE_Marino_P12026_NC_018269(1),PHAGE_Pseudo_phiPSA1_NC_024365(1),PHAGE_Entero_Felix_01_NC_005282(1),PHAGE_Staphy_StB20_NC_019915(1),PHAGE_Geobac_virus_E2_NC_009552(1),PHAGE_Burkho_KS9_NC_013055(1),PHAGE_Entero_IME_EFm1_NC_024356(1),PHAGE_Escher_HK75_NC_016160(1),PHAGE_Entero_phiP27_NC_003356(1),PHAGE_Entero_T5_NC_005859(1),PHAGE_Acinet_IME_AB3_NC_023590(1),PHAGE_Liston_phiHSIC_NC_006953(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Bacill_Gamma_NC_007458(1),PHAGE_Escher_JES_2013_NC_022323(1),PHAGE_Vibrio_pYD38_B_NC_021561(1),PHAGE_Burkho_phi644_2_NC_009235(1),PHAGE_Entero_vB_EcoM_FV3_NC_019517(1),PHAGE_Bacill_phi105_NC_004167(1),PHAGE_Rhizob_16_3_NC_011103(1),PHAGE_Entero_TLS_NC_009540(1),PHAGE_Pseudo_D3_NC_002484(1),PHAGE_Escher_rv5_NC_011041(1),PHAGE_Cronob_ENT39118_NC_019934(1),PHAGE_Yersin_PY54_NC_005069(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Clostr_phi3626_NC_003524(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Burkho_phiE125_NC_003309(1)",2,10.34%,55.06%,NC_007493.2,NA,NA,NA
6,10.9Kb,incomplete(50),"capsid,terminase,integrase",1920623-1931600,0,14,7,5,85.7%,2,yes,7,"PHAGE_Staphy_6ec_NC_024355(2),PHAGE_Staphy_vB_SepS_SEP9_NC_023582(2),PHAGE_Mycoba_Bernardo_NC_022983(1),PHAGE_Entero_HK446_NC_019714(1),PHAGE_Pseudo_PPpW_3_NC_023006(1),PHAGE_Burkho_BcepC6B_NC_005887(1),PHAGE_Synech_S_CBS1_NC_016164(1),PHAGE_Mycoba_Che8_NC_004680(1),PHAGE_Stenot_S1_NC_011589(1),PHAGE_Entero_mEpX1_NC_019709(1),PHAGE_Entero_HK022_NC_002166(1),PHAGE_Mycoba_Che9d_NC_004686(1),PHAGE_Entero_SfV_NC_003444(1),PHAGE_Mycoba_Pipefish_NC_008199(1),PHAGE_Vibrio_VP882_NC_009016(1),PHAGE_Bacill_virus_1_NC_009737(1),PHAGE_Lister_B025_NC_009812(1),PHAGE_Cronob_ENT39118_NC_019934(1),PHAGE_Mycoba_Akoma_NC_023742(1),PHAGE_Synech_S_CBS3_NC_015465(1),PHAGE_Entero_HK542_NC_019769(1),PHAGE_Lister_LP_101_NC_024387(1),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(1),PHAGE_Mycoba_Velveteen_NC_022060(1),PHAGE_Mycoba_Gadjet_NC_023686(1),PHAGE_Escher_HK75_NC_016160(1),PHAGE_Entero_HK225_NC_019717(1),PHAGE_Mycoba_Phlyer_NC_012027(1),PHAGE_Bacill_phBC6A52_NC_004821(1),PHAGE_Geobac_GBSV1_NC_008376(1)",1,14.28%,66.92%,NC_007493.2,NA,NA,NA
1,5.7Kb,incomplete(20),transposase,1759967-1765710,0,7,6,0,85.7%,1,no,5,"PHAGE_Entero_CAjan_NC_028776(2),PHAGE_Escher_Seurat_NC_027378(2),PHAGE_Ralsto_RSA1_NC_009382(1),PHAGE_Burkho_Bcep22_NC_005262(1),PHAGE_Synech_S_CBP2_NC_025455(1),PHAGE_Entero_JenP1_NC_029028(1),PHAGE_Bacill_phi105_NC_004167(1),PHAGE_Vibrio_VP882_NC_009016(1),PHAGE_Escher_slur01_NC_028831(1),PHAGE_Strept_Dp_1_NC_015274(1),PHAGE_Vibrio_VpKK5_NC_026610(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Entero_JenK1_NC_029021(1),PHAGE_Bacill_vB_BhaS_171_NC_030904(1),PHAGE_Entero_9g_NC_024146(1),PHAGE_Synech_S_SM2_NC_015279(1),PHAGE_Clostr_phiCD211_NC_029048(1)",2,28.57%,66.30%,BX470249.1,NA,NA,NA
2,7.9Kb,incomplete(20),protease,2138783-2146690,0,10,6,1,70%,3,no,4,"PHAGE_Bacill_G_NC_023719(2),PHAGE_Cronob_vB_CsaM_GAP32_NC_019401(1),PHAGE_Entero_vB_KleM_RaK2_NC_019526(1),PHAGE_Escher_4_NC_027364(1),PHAGE_Pseudo_pYD6_A_NC_020849(1),PHAGE_Caulob_CcrColossus_NC_019406(1),PHAGE_Lactoc_bIL312_NC_002671(1),PHAGE_Vibrio_VBP47_NC_020848(1),PHAGE_Vibrio_VBP32_NC_020868(1),PHAGE_Escher_121Q_NC_025447(1)",2,20%,63.95%,BX470249.1,NA,NA,NA
3,6.9Kb,incomplete(20),lysin,3036520-3043442,1,6,6,0,100%,0,no,5,"PHAGE_Riemer_RAP44_NC_019490(2),PHAGE_Entero_BP_4795_NC_004813(2),PHAGE_Salisa_1_NC_017983(1),PHAGE_Cyanop_PSS2_NC_013021(1),PHAGE_Cyanop_KBS_S_2A_NC_020854(1),PHAGE_Helico_1961P_NC_019512(1),PHAGE_Synech_S_CBS1_NC_016164(1),PHAGE_Pectob_phiTE_NC_020201(1),PHAGE_Salmon_9NA_NC_025443(1),PHAGE_Proteu_vB_PmiM_Pm5461_NC_028762(1),PHAGE_Synech_S_CBS3_NC_015465(1),PHAGE_Entero_P88_NC_026014(1),PHAGE_Bacill_JBP901_NC_027352(1),PHAGE_Helico_KHP30_NC_019928(1),PHAGE_Edward_eiAU_183_NC_023555(1),PHAGE_Pelagi_HTVC008M_NC_020484(1),PHAGE_Helico_phiHP33_NC_016568(1),PHAGE_Helico_KHP40_NC_019931(1)",2,33.33%,64.65%,BX470249.1,NA,NA,NA
4,14.1Kb,incomplete(20),transposase,3732385-3746540,0,14,9,3,85.7%,2,no,6,"PHAGE_Bacill_G_NC_023719(4),PHAGE_Bacill_SP_15_NC_031245(2),PHAGE_Acinet_Acj9_NC_014663(1),PHAGE_Ralsto_RSA1_NC_009382(1),PHAGE_Acinet_Acj61_NC_014661(1),PHAGE_Mycoba_Thibault_NC_023738(1),PHAGE_Burkho_Bcep22_NC_005262(1),PHAGE_Mycoba_Minerva_NC_026584(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Serrat_Eta_NC_021563(1),PHAGE_Vibrio_vB_VpaS_MAR10_NC_019713(1),PHAGE_Myxoco_Mx8_NC_003085(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Pseudo_YuA_NC_010116(1),PHAGE_Aeromo_31_NC_007022(1),PHAGE_Edward_GF_2_NC_026611(1),PHAGE_Pseudo_MP1412_NC_018282(1),PHAGE_Clostr_phiCTP1_NC_014457(1),PHAGE_Mycoba_Wanda_NC_022067(1),PHAGE_Pseudo_phiPSA1_NC_024365(1),PHAGE_Mycoba_Omega_NC_004688(1),PHAGE_Mycoba_Redno2_NC_022066(1),PHAGE_Salmon_SPN1S_NC_016761(1),PHAGE_Aeromo_44RR2.8t_NC_005135(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Clostr_phiCD211_NC_029048(1),PHAGE_Acinet_ZZ1_NC_018087(1)",4,28.57%,66.91%,BX470249.1,NA,NA,NA
1,38.4Kb,intact(120),"coat,integrase,transposase",2779979-2818386,0,30,16,6,73.3%,8,yes,8,NA,NA,NA,61.77%,NC_007508.1,PHAGE_Stenot_phiSMA9,5,16.6%
2,17.6Kb,incomplete(40),"tail,integrase",4476724-4494346,1,9,7,2,100%,0,yes,5,NA,NA,NA,60.42%,NC_007508.1,PHAGE_Cronob_ENT39118,3,33.3%
