header,taxon,protein,sp,description,vog,.species.name,phage.nonphage,source,source.version,acc,n_clstr,nt,perc_id_to_rep,is_rep,virus name,virus lineage,refseq id,KEGG GENOME,KEGG DISEASE,DISEASE,host tax id,host name,domain,phylum,class,order,family.etc,pmid,evidence,sample type,source organism,n.host,viral.family,protClstr,aa,perc.id_protClstr,protClstr_rep
1486659.YP_009036624.1 RNA polymerase sigma factor sigma-28 [Bacillus phage Hakuna],1486659,YP_009036624.1,Bacillus phage Hakuna, RNA polymerase sigma factor sigma-28,VOG00050,Bacillus phage Hakuna,phage,NCBI Refseq,209,NC_024213,3304,158100,100,TRUE,Bacillus phage Hakuna,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; Bacillus virus Hakuna,NC_024213,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,NA,NA,NA,1,Herelleviridae,16,218,100,TRUE
1486660.YP_009035374.1 RNA polymerase sigma factor sigma-28 [Bacillus phage Hoody T],1486660,YP_009035374.1,Bacillus phage Hoody T, RNA polymerase sigma factor sigma-28,VOG00050,Bacillus phage Hoody T,phage,NCBI Refseq,209,NC_024205,3194,159837,100,TRUE,Bacillus phage Hoody T,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bastillevirus; Bacillus virus HoodyT,NC_024205,NA,NA,NA,1472,Paenibacillus pabuli,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae; Paenibacillus,26773385,Literature,NA,NA,2,Herelleviridae,31,214,100,FALSE
1486661.YP_009036248.1 RNA polymerase sigma factor sigma-28 [Bacillus phage Megatron],1486661,YP_009036248.1,Bacillus phage Megatron, RNA polymerase sigma factor sigma-28,VOG00050,Bacillus phage Megatron,phage,NCBI Refseq,209,NC_024211,3210,158750,100,TRUE,Bacillus phage Megatron,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; Bacillus virus Megatron,NC_024211,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,NA,NA,NA,1,Herelleviridae,7,215,100,TRUE
1486662.YP_009055929.1 RNA polymerase sigma factor [Bacillus phage Riley],1486662,YP_009055929.1,Bacillus phage Riley, RNA polymerase sigma factor,VOG00050,Bacillus phage Riley,phage,NCBI Refseq,209,NC_024788,3241,162816,100,TRUE,Bacillus phage Riley,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus Riley,NC_024788,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,NA,NA,NA,1,Herelleviridae,22,200,98,FALSE
1498168.YP_009147040.1 putative sigma factor [Enterococcus phage ECP3],1498168,YP_009147040.1,Enterococcus phage ECP3, putative sigma factor,VOG00050,Enterococcus phage ECP3,phage,NCBI Refseq,209,NC_027335,3175,145518,100,TRUE,Enterococcus phage ECP3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Brockvirinae; Kochikohdavirus; Enterococcus virus ECP3,NC_027335,NA,NA,NA,1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae; Enterococcus,NA,RefSeq,NA,NA,1,Herelleviridae,34,204,100,TRUE
1498212.YP_009149167.1 putative RNA polymerase sigma factor [Bacillus phage JBP901],1498212,YP_009149167.1,Bacillus phage JBP901, putative RNA polymerase sigma factor,VOG00050,Bacillus phage JBP901,phage,NCBI Refseq,209,NC_027352,3221,159492,100,TRUE,Bacillus phage JBP901,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus JBP901,NC_027352,NA,NA,NA,226900,Bacillus cereus ATCC 14579,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group; Bacillus cereus,NA,RefSeq,NA,NA,1,Herelleviridae,20,212,97.64,FALSE
1524910.YP_009098073.1 putative sigma factor [Staphylococcus phage MCE-2014],1524910,YP_009098073.1,Staphylococcus phage MCE-2014, putative sigma factor,VOG00050,Staphylococcus phage MCE-2014,phage,NCBI Refseq,209,NC_025416,3177,141907,100,TRUE,Staphylococcus phage MCE-2014,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus MCE2014,NC_025416,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,Herelleviridae,2,220,100,FALSE
1526408.YP_009099385.1 putative sigma factor [Staphylococcus phage P108],1526408,YP_009099385.1,Staphylococcus phage P108, putative sigma factor,VOG00050,Staphylococcus phage P108,phage,NCBI Refseq,209,NC_025426,3135,140807,100,TRUE,Staphylococcus phage P108,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus P108,NC_025426,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,Herelleviridae,2,220,100,FALSE
1527469.YP_009056383.1 RNA polymerase sigma factor [Bacillus phage Bobb],1527469,YP_009056383.1,Bacillus phage Bobb, RNA polymerase sigma factor,VOG00050,Bacillus phage Bobb,phage,NCBI Refseq,209,NC_024792,3207,160281,100,TRUE,Bacillus phage Bobb,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Bobb,NC_024792,NA,NA,NA,1408,Bacillus pumilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,Herelleviridae,85,210,100,TRUE
1540090.YP_009151070.1 RNA polymerase sigma factor [Bacillus phage Mater],1540090,YP_009151070.1,Bacillus phage Mater, RNA polymerase sigma factor,VOG00050,Bacillus phage Mater,phage,NCBI Refseq,209,NC_027366,2887,164302,100,TRUE,Bacillus phage Mater,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Matervirus; Bacillus virus Mater,NC_027366,NA,NA,NA,1404,Priestia megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Priestia,25593262,Literature,NA,NA,1,Herelleviridae,266,210,100,TRUE
1540091.YP_009151693.1 RNA polymerase sigma factor [Bacillus phage Moonbeam],1540091,YP_009151693.1,Bacillus phage Moonbeam, RNA polymerase sigma factor,VOG00050,Bacillus phage Moonbeam,phage,NCBI Refseq,209,NC_027374,3244,161239,100,TRUE,Bacillus phage Moonbeam,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Moonbeamvirus; Bacillus virus Moonbeam,NC_027374,NA,NA,NA,1404,Priestia megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Priestia,25593264,Literature,NA,NA,1,Herelleviridae,238,212,100,TRUE
1567484.YP_009222342.1 hypothetical protein [Lactobacillus phage LfeInf],1567484,YP_009222342.1,Lactobacillus phage LfeInf, hypothetical protein,VOG00050,Lactobacillus phage LfeInf,phage,NCBI Refseq,209,NC_029058,2266,106071,100,TRUE,Lactobacillus phage LfeInf,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Hopescreekvirus; Lactobacillus virus LfeInf,NC_029058,NA,NA,NA,1613,Limosilactobacillus fermentum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Limosilactobacillus,NA,RefSeq,NA,NA,1,Herelleviridae,297,231,100,TRUE
1572703.YP_009195970.1 putative sigma factor [Staphylococcus phage phiIPLA-RODI],1572703,YP_009195970.1,Staphylococcus phage phiIPLA-RODI, putative sigma factor,VOG00050,Staphylococcus phage phiIPLA-RODI,phage,NCBI Refseq,209,NC_028765,3189,142348,100,TRUE,Staphylococcus phage phiIPLA-RODI,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus Rodi,NC_028765,NA,NA,NA,29387,Staphylococcus sp.,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,Herelleviridae,2,220,100,FALSE
1572704.YP_009214532.1 sigma factor [Staphylococcus phage phiIPLA-C1C],1572704,YP_009214532.1,Staphylococcus phage phiIPLA-C1C, sigma factor,VOG00050,Staphylococcus phage phiIPLA-C1C,phage,NCBI Refseq,209,NC_028962,3159,140961,100,TRUE,Staphylococcus phage phiIPLA-C1C,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Sepunavirus; Staphylococcus virus IPLAC1C,NC_028962,NA,NA,NA,29387,Staphylococcus sp.,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,Herelleviridae,70,218,98.61999999999999,FALSE
1597976.YP_009218381.2 hypothetical protein [Enterococcus phage EFDG1],1597976,YP_009218381.2,Enterococcus phage EFDG1, hypothetical protein,VOG00050,Enterococcus phage EFDG1,phage,NCBI Refseq,209,NC_029009,3087,147589,100,TRUE,Enterococcus phage EFDG1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Brockvirinae; Schiekvirus; Enterococcus virus EFDG1,NC_029009,NA,NA,NA,1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae; Enterococcus,NA,RefSeq,NA,NA,1,Herelleviridae,45,205,100,TRUE
1610830.YP_009782179.1 putative sigma factor [Staphylococcus phage IME-SA1],1610830,YP_009782179.1,Staphylococcus phage IME-SA1, putative sigma factor,VOG00050,Staphylococcus phage IME-SA1,phage,NCBI Refseq,209,NC_047729,3141,140218,100,TRUE,Staphylococcus phage IME-SA1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus G1,NC_047729,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,Herelleviridae,2,220,100,FALSE
1610831.YP_009782424.1 putative sigma factor [Staphylococcus phage IME-SA2],1610831,YP_009782424.1,Staphylococcus phage IME-SA2, putative sigma factor,VOG00050,Staphylococcus phage IME-SA2,phage,NCBI Refseq,209,NC_047730,3136,140906,100,TRUE,Staphylococcus phage IME-SA2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus G1,NC_047730,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,Herelleviridae,2,220,100,FALSE
1640885.YP_009513933.1 hypothetical protein [Enterococcus phage EFLK1],1640885,YP_009513933.1,Enterococcus phage EFLK1, hypothetical protein,VOG00050,Enterococcus phage EFLK1,phage,NCBI Refseq,209,NC_029026,2415,130952,100,TRUE,Enterococcus phage EFLK1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Brockvirinae; Kochikohdavirus; Enterococcus virus EFLK1,NC_029026,NA,NA,NA,1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae; Enterococcus,NA,RefSeq,NA,NA,1,Herelleviridae,34,204,99.51,FALSE
1673874.YP_009782846.1 putative sigma factor [Staphylococcus phage IME-SA119],1673874,YP_009782846.1,Staphylococcus phage IME-SA119, putative sigma factor,VOG00050,Staphylococcus phage IME-SA119,phage,NCBI Refseq,209,NC_047732,3181,141028,100,TRUE,Staphylococcus phage IME-SA119,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus G1,NC_047732,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,Herelleviridae,2,220,100,FALSE
1673884.YP_009782664.1 putative sigma factor [Staphylococcus phage IME-SA118],1673884,YP_009782664.1,Staphylococcus phage IME-SA118, putative sigma factor,VOG00050,Staphylococcus phage IME-SA118,phage,NCBI Refseq,209,NC_047731,3128,139750,100,TRUE,Staphylococcus phage IME-SA118,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus G1; Staphylococcus phage Team1,NC_047731,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,Herelleviridae,2,220,100,FALSE
1690431.YP_009212122.1 RNA polymerase sigma factor [Bacillus phage Eyuki],1690431,YP_009212122.1,Bacillus phage Eyuki, RNA polymerase sigma factor,VOG00050,Bacillus phage Eyuki,phage,NCBI Refseq,209,NC_028944,3231,162252,100,TRUE,Bacillus phage Eyuki,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; Bacillus virus Megatron,NC_028944,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,26472840,"Literature, RefSeq",NA,NA,1,Herelleviridae,16,218,99.54,FALSE
1690456.YP_009206960.1 RNA polymerase sigma factor [Bacillus phage TsarBomba],1690456,YP_009206960.1,Bacillus phage TsarBomba, RNA polymerase sigma factor,VOG00050,Bacillus phage TsarBomba,phage,NCBI Refseq,209,NC_028890,3240,162486,100,TRUE,Bacillus phage TsarBomba,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus TsarBomba,NC_028890,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,26472830,Literature,NA,NA,4,Herelleviridae,39,211,99.53,FALSE
1698451.YP_009206524.1 RNA polymerase sigma factor [Bacillus phage AvesoBmore],1698451,YP_009206524.1,Bacillus phage AvesoBmore, RNA polymerase sigma factor,VOG00050,Bacillus phage AvesoBmore,phage,NCBI Refseq,209,NC_028887,2820,167431,100,TRUE,Bacillus phage AvesoBmore,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus AvesoBmore,NC_028887,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,26472840,"Literature, RefSeq",NA,NA,1,Herelleviridae,22,200,98,FALSE
1776293.YP_009274835.1 RNA polymerase sigma factor [Bacillus phage Eldridge],1776293,YP_009274835.1,Bacillus phage Eldridge, RNA polymerase sigma factor,VOG00050,Bacillus phage Eldridge,phage,NCBI Refseq,209,NC_030920,2889,165868,100,TRUE,Bacillus phage Eldridge,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Eldridgevirus; Bacillus virus Eldridge,NC_030920,NA,NA,NA,1404,Priestia megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Priestia,25953175,Literature,NA,NA,1,Herelleviridae,241,212,100,TRUE
1792245.YP_009285446.1 hypothetical protein [Bacillus phage Deep Blue],1792245,YP_009285446.1,Bacillus phage Deep Blue, hypothetical protein,VOG00050,Bacillus phage Deep Blue,phage,NCBI Refseq,209,NC_031056,3322,157501,100,TRUE,Bacillus phage Deep Blue,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus Deepblue,NC_031056,NA,NA,NA,1053197,Bacillus cereus BtB2-4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group; Bacillus cereus,27313285,"Literature, RefSeq",NA,NA,1,Herelleviridae,20,212,96.23,FALSE
1796992.YP_009275337.1 RNA polymerase sigma factor-like protein [Bacillus phage Shbh1],1796992,YP_009275337.1,Bacillus phage Shbh1, RNA polymerase sigma factor-like protein,VOG00050,Bacillus phage Shbh1,phage,NCBI Refseq,209,NC_030925,3156,138081,100,TRUE,Bacillus phage Shbh1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Shalavirus; Bacillus virus Shbh1,NC_030925,NA,NA,NA,1409,Bacillus sp. (in: Bacteria),Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,27912769,"Literature, RefSeq",NA,NA,1,Herelleviridae,244,211,100,TRUE
1805948.YP_009278201.1 sigma factor [Bacillus phage DIGNKC],1805948,YP_009278201.1,Bacillus phage DIGNKC, sigma factor,VOG00050,Bacillus phage DIGNKC,phage,NCBI Refseq,209,NC_031006,3256,161552,100,TRUE,Bacillus phage DIGNKC,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; unclassified Wphvirus,NC_031006,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,27417827,"Literature, NCBI Virus, RefSeq",NA,NA,1,Herelleviridae,7,215,99.07,FALSE
1805950.YP_009287061.1 sigma factor [Bacillus phage Nemo],1805950,YP_009287061.1,Bacillus phage Nemo, sigma factor,VOG00050,Bacillus phage Nemo,phage,NCBI Refseq,209,NC_031070,3227,162375,100,TRUE,Bacillus phage Nemo,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; unclassified Wphvirus,NC_031070,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,27417827,"Literature, NCBI Virus, RefSeq",NA,NA,1,Herelleviridae,7,215,100,FALSE
1805951.YP_009282577.1 sigma factor [Bacillus phage Nigalana],1805951,YP_009282577.1,Bacillus phage Nigalana, sigma factor,VOG00050,Bacillus phage Nigalana,phage,NCBI Refseq,209,NC_031037,3238,163041,100,TRUE,Bacillus phage Nigalana,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; unclassified Wphvirus,NC_031037,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,27417827,"Literature, NCBI Virus, RefSeq",NA,NA,1,Herelleviridae,7,215,100,FALSE
1805952.YP_009284509.1 sigma factor [Bacillus phage NotTheCreek],1805952,YP_009284509.1,Bacillus phage NotTheCreek, sigma factor,VOG00050,Bacillus phage NotTheCreek,phage,NCBI Refseq,209,NC_031049,3258,161929,100,TRUE,Bacillus phage NotTheCreek,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; unclassified Wphvirus,NC_031049,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,27417827,"Literature, NCBI Virus, RefSeq",NA,NA,1,Herelleviridae,7,215,100,FALSE
1805953.YP_009290042.1 sigma factor [Bacillus phage Phrodo],1805953,YP_009290042.1,Bacillus phage Phrodo, sigma factor,VOG00050,Bacillus phage Phrodo,phage,NCBI Refseq,209,NC_031100,2881,164443,100,TRUE,Bacillus phage Phrodo,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; unclassified Bequatrovirus,NC_031100,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,27417827,"Literature, NCBI Virus, RefSeq",NA,NA,1,Herelleviridae,22,211,99.53,FALSE
1805954.YP_009280984.1 sigma factor [Bacillus phage SageFayge],1805954,YP_009280984.1,Bacillus phage SageFayge, sigma factor,VOG00050,Bacillus phage SageFayge,phage,NCBI Refseq,209,NC_031027,3228,162359,100,TRUE,Bacillus phage SageFayge,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; unclassified Wphvirus,NC_031027,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,27417827,"Literature, NCBI Virus, RefSeq",NA,NA,1,Herelleviridae,7,215,100,FALSE
1805956.YP_009291759.1 sigma factor [Bacillus phage Zuko],1805956,YP_009291759.1,Bacillus phage Zuko, sigma factor,VOG00050,Bacillus phage Zuko,phage,NCBI Refseq,209,NC_031116,2878,163345,100,TRUE,Bacillus phage Zuko,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; unclassified Wphvirus,NC_031116,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,27417827,"Literature, NCBI Virus, RefSeq",NA,NA,1,Herelleviridae,7,215,99.07,FALSE
1837830.YP_009282131.1 RNA polymerase sigma factor [Bacillus phage SalinJah],1837830,YP_009282131.1,Bacillus phage SalinJah, RNA polymerase sigma factor,VOG00050,Bacillus phage SalinJah,phage,NCBI Refseq,209,NC_031034,3245,161140,100,TRUE,Bacillus phage SalinJah,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; unclassified Wphvirus,NC_031034,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,27688335,"Literature, NCBI Virus, RefSeq",NA,NA,5,Herelleviridae,7,215,98.14,FALSE
1852564.YP_009280555.1 RNA polymerase sigma factor sigma-28 [Bacillus phage Belinda],1852564,YP_009280555.1,Bacillus phage Belinda, RNA polymerase sigma factor sigma-28,VOG00050,Bacillus phage Belinda,phage,NCBI Refseq,209,NC_031024,3234,162308,100,TRUE,Bacillus phage Belinda,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; unclassified Wphvirus,NC_031024,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,27738022,"Literature, NCBI Virus, RefSeq",NA,NA,1,Herelleviridae,7,215,99.07,FALSE
1868844.YP_009786305.1 sigma factor [Staphylococcus phage vB_SscM-1],1868844,YP_009786305.1,Staphylococcus phage vB_SscM-1, sigma factor,VOG00050,Staphylococcus phage vB_SscM-1,phage,NCBI Refseq,209,NC_047767,3126,139681,100,TRUE,Staphylococcus phage vB_SscM-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Sciuriunavirus; Staphylococcus virus SscM1,NC_047767,NA,NA,NA,29387,Staphylococcus sp.,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,Herelleviridae,288,219,100,TRUE
1873998.YP_009279351.1 RNA polymerase sigma factor [Bacillus phage Kida],1873998,YP_009279351.1,Bacillus phage Kida, RNA polymerase sigma factor,VOG00050,Bacillus phage Kida,phage,NCBI Refseq,209,NC_031012,3243,162151,100,TRUE,Bacillus phage Kida,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; unclassified Wphvirus,NC_031012,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,28280018,"Literature, NCBI Virus",NA,NA,1,Herelleviridae,16,218,100,FALSE
1873999.YP_009285127.1 sigma factor [Bacillus phage DirtyBetty],1873999,YP_009285127.1,Bacillus phage DirtyBetty, sigma factor,VOG00050,Bacillus phage DirtyBetty,phage,NCBI Refseq,209,NC_031054,3230,162415,100,TRUE,Bacillus phage DirtyBetty,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; unclassified Wphvirus,NC_031054,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,28280018,"Literature, NCBI Virus",NA,NA,1,Herelleviridae,7,215,100,FALSE
1926594.YP_009788338.1 putative RNA polymerase sigma factor [Enterococcus phage EFP01],1926594,YP_009788338.1,Enterococcus phage EFP01, putative RNA polymerase sigma factor,VOG00050,Enterococcus phage EFP01,phage,NCBI Refseq,209,NC_047796,3278,155053,100,TRUE,Enterococcus phage EFP01,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Brockvirinae; Schiekvirus; Enterococcus virus EFP01,NC_047796,NA,NA,NA,1352,Enterococcus faecium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae; Enterococcus,NA,RefSeq,NA,NA,1,Herelleviridae,45,205,99.51,FALSE
1933063.YP_009832112.1 RNA polymerase sigma factor [Bacillus phage vB_BsuM-Goe3],1933063,YP_009832112.1,Bacillus phage vB_BsuM-Goe3, RNA polymerase sigma factor,VOG00050,Bacillus phage vB_BsuM-Goe3,phage,NCBI Refseq,209,NC_048652,3263,156430,100,TRUE,Bacillus phage vB_BsuM-Goe3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Grisebachstrassevirus; Bacillus virus vBBsuMGoe3,NC_048652,NA,NA,NA,1390,Bacillus amyloliquefaciens,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus subtilis group; Bacillus amyloliquefaciens group,28604650,Literature,NA,NA,8,Herelleviridae,243,211,100,TRUE
